flight_id,beam_id,event_timestamp,latitude,longitude,altitude,status
FLIGHT_104,BEAM_4,2026-03-30T18:19:00,29.400631,-46.972914,33938,DEGRADED
FLIGHT_101,BEAM_1,2026-03-30T18:20:00,49.313334,-155.202232,37994,ACTIVE
FLIGHT_102,BEAM_2,2026-03-30T18:20:00,-29.158974,-169.45161,29526,DEGRADED
FLIGHT_103,BEAM_3,2026-03-30T18:20:00,36.509386,-47.694915,38429,ACTIVE
FLIGHT_104,BEAM_4,2026-03-30T18:21:00,38.611054,40.109066,37827,ACTIVE
FLIGHT_105,BEAM_5,2026-03-30T18:21:00,12.869677,145.545206,28566,ACTIVE
FLIGHT_102,BEAM_2,2026-03-30T18:23:00,-0.371623,-162.731986,30798,ACTIVE
FLIGHT_101,BEAM_1,2026-03-30T18:24:00,-7.499178,124.364462,37390,DEGRADED
FLIGHT_104,BEAM_4,2026-03-30T18:25:00,19.35486,127.089603,35425,DEGRADED
FLIGHT_105,BEAM_5,2026-03-30T18:25:00,-66.032547,-85.007483,32683,ACTIVE
FLIGHT_101,BEAM_1,2026-03-30T18:26:00,25.507216,117.840447,28695,ACTIVE
FLIGHT_102,BEAM_2,2026-03-30T18:27:00,22.958279,-166.576232,30785,ACTIVE
FLIGHT_104,BEAM_4,2026-03-30T18:27:00,39.731492,63.17731,38463,ACTIVE
FLIGHT_103,BEAM_3,2026-03-30T18:28:00,-46.811569,-6.833703,33087,ACTIVE
FLIGHT_105,BEAM_5,2026-03-30T18:28:00,-43.664448,-143.726816,38142,DEGRADED
FLIGHT_101,BEAM_1,2026-03-30T18:29:00,-65.952421,-71.620167,37065,ACTIVE
FLIGHT_102,BEAM_2,2026-03-30T18:29:00,62.695458,-0.972578,35480,DEGRADED
FLIGHT_104,BEAM_4,2026-03-30T18:29:00,-45.117748,105.418992,32754,ACTIVE
FLIGHT_105,BEAM_5,2026-03-30T18:30:00,-77.222058,8.968197,30401,ACTIVE
FLIGHT_104,BEAM_4,2026-03-30T18:32:00,55.981541,90.086148,31081,ACTIVE
FLIGHT_105,BEAM_5,2026-03-30T18:32:00,-67.597945,19.143088,31485,ACTIVE
FLIGHT_102,BEAM_2,2026-03-30T18:33:00,-69.788658,-102.881624,32176,ACTIVE
FLIGHT_102,BEAM_2,2026-03-30T18:35:00,43.79808,-115.776057,31419,ACTIVE
FLIGHT_105,BEAM_5,2026-03-30T18:35:00,17.361681,46.525305,30215,ACTIVE
FLIGHT_103,BEAM_3,2026-03-30T18:36:00,-63.230303,68.224779,29912,ACTIVE
FLIGHT_104,BEAM_4,2026-03-30T18:36:00,-44.506751,-132.335848,29987,ACTIVE
FLIGHT_105,BEAM_5,2026-03-30T18:37:00,-65.536546,146.140226,31373,DEGRADED
FLIGHT_104,BEAM_4,2026-03-30T18:39:00,43.874031,-39.853442,32090,ACTIVE
FLIGHT_103,BEAM_3,2026-03-30T18:44:00,45.402402,20.246094,32726,DEGRADED
FLIGHT_103,BEAM_3,2026-03-30T18:48:00,-68.179681,61.812872,33546,DEGRADED
FLIGHT_103,BEAM_3,2026-03-30T18:52:00,-40.914201,39.492679,35396,DEGRADED
FLIGHT_103,BEAM_3,2026-03-30T18:54:00,11.446551,-123.572551,30896,DEGRADED
FLIGHT_103,BEAM_3,2026-03-30T18:57:00,-14.318753,69.06442,37416,ACTIVE
FLIGHT_103,BEAM_3,2026-03-30T18:59:00,-58.452473,103.124403,37844,ACTIVE
FLIGHT_103,BEAM_3,2026-03-30T19:02:00,8.807637,142.29976,36063,ACTIVE
FLIGHT_103,BEAM_3,2026-03-30T19:06:00,-5.665278,-110.312597,30520,DEGRADED
FLIGHT_103,BEAM_3,2026-03-30T19:09:00,-4.258724,12.668075,37229,ACTIVE
